"response_id","transport_method"
"GEN24_1001515","Taxi / shuttle service"
"GEN24_1001519","Plane (within New Zealand)"
"GEN24_1001519","Rental car"
"GEN24_1001520","Rental car"
"GEN24_1001520","Taxi / shuttle service"
"GEN24_1001524","App-based services such as Uber, Ola, etc"
"GEN24_1001524","Car or van owned by you / family / friend(s) / company"
"GEN24_1001526","Car or van owned by you / family / friend(s) / company"
"GEN24_1001527","Rental car"
"GEN24_1001534","Car or van owned by you / family / friend(s) / company"
"GEN24_1001540","Car or van owned by you / family / friend(s) / company"
"GEN24_1001540","Rental car"
"GEN24_1001540","Scenic trains"
"GEN24_1001540","Taxi / shuttle service"
"GEN24_1001542","App-based services such as Uber, Ola, etc"
"GEN24_1001542","Rental car"
"GEN24_1001543","App-based services such as Uber, Ola, etc"
"GEN24_1001543","Car or van owned by you / family / friend(s) / company"
"GEN24_1001543","Local bus service"
"GEN24_1001547","App-based services such as Uber, Ola, etc"
"GEN24_1001547","Rental car"
"GEN24_1001548","Car or van owned by you / family / friend(s) / company"
"GEN24_1001548","Rental car"
"GEN24_1001548","Taxi / shuttle service"
"GEN24_1001552","App-based services such as Uber, Ola, etc"
"GEN24_1001552","Local bus service"
"GEN24_1001557","Car or van owned by you / family / friend(s) / company"
"GEN24_1001558","Motorcycle"
"GEN24_1001558","Taxi / shuttle service"
"GEN24_1001560","Bus service between towns / cities"
"GEN24_1001560","Car or van owned by you / family / friend(s) / company"
"GEN24_1001562","Car or van owned by you / family / friend(s) / company"
"GEN24_1001566","Other boat or ship"
"GEN24_1001566","Rental car"
"GEN24_1001569","Rental campervan / motor-home"
"GEN24_1001571","App-based services such as Uber, Ola, etc"
"GEN24_1001571","Car or van owned by you / family / friend(s) / company"
"GEN24_1001571","Other type of transport"
"GEN24_1001572","Car or van owned by you / family / friend(s) / company"
"GEN24_1001572","Motorcycle"
"GEN24_1001579","App-based services such as Uber, Ola, etc"
"GEN24_1001579","Other ferry"
"GEN24_1001579","Other type of transport"
"GEN24_1001579","Rental campervan / motor-home"
"GEN24_1001579","Taxi / shuttle service"
"GEN24_1001587","Car or van owned by you / family / friend(s) / company"
"GEN24_1001592","App-based services such as Uber, Ola, etc"
"GEN24_1001592","Bicycle"
"GEN24_1001595","Taxi / shuttle service"
"GEN24_1001600","Car or van owned by you / family / friend(s) / company"
"GEN24_1001610","App-based services such as Uber, Ola, etc"
"GEN24_1001610","Rental car"
"GEN24_1001610","Taxi / shuttle service"
"GEN24_1001613","Car or van owned by you / family / friend(s) / company"
"GEN24_1001613","Plane (within New Zealand)"
"GEN24_1001615","Car or van owned by you / family / friend(s) / company"
"GEN24_1001615","Taxi / shuttle service"
"GEN24_1001622","Rental car"
"GEN24_1001623","Car or van owned by you / family / friend(s) / company"
"GEN24_1001624","Other ferry"
"GEN24_1001624","Rental car"
"GEN24_1001637","Rental car"
"GEN24_1001641","Rental car"
"GEN24_1001646","Local bus service"
"GEN24_1001646","Taxi / shuttle service"
"GEN24_1001651","Bicycle"
"GEN24_1001651","Bus service between towns / cities"
"GEN24_1001651","Campervan / motor-home owned by you / family / friend(s)"
"GEN24_1001651","Limousine / car with driver included"
"GEN24_1001651","Plane (within New Zealand)"
"GEN24_1001651","Scenic trains"
"GEN24_1001651","The ferry between the North Island and the South Island"
"GEN24_1001659","App-based services such as Uber, Ola, etc"
"GEN24_1001659","Taxi / shuttle service"
"GEN24_1001666","Rental car"
"GEN24_1001666","Taxi / shuttle service"
"GEN24_1001666","Tour bus"
"GEN24_1001667","Motorcycle"
"GEN24_1001667","Rental car"
"GEN24_1001669","Car or van owned by you / family / friend(s) / company"
"GEN24_1001670","Rental car"
"GEN24_1001671","Local bus service"
"GEN24_1001671","Plane (within New Zealand)"
"GEN24_1001671","Rental car"
"GEN24_1001671","Taxi / shuttle service"
"GEN24_1001671","Train"
"GEN24_1001675","Bicycle"
"GEN24_1001675","Car or van owned by you / family / friend(s) / company"
"GEN24_1001675","Other ferry"
"GEN24_1001675","Plane (within New Zealand)"
"GEN24_1001681","Local bus service"
"GEN24_1001681","Taxi / shuttle service"
"GEN24_1001683","App-based services such as Uber, Ola, etc"
"GEN24_1001683","Car or van owned by you / family / friend(s) / company"
"GEN24_1001683","Local bus service"
"GEN24_1001683","Plane (within New Zealand)"
"GEN24_1001683","Rental campervan / motor-home"
"GEN24_1001683","Rental car"
"GEN24_1001683","The ferry between the North Island and the South Island"
"GEN24_1001688","Car or van owned by you / family / friend(s) / company"
"GEN24_1001693","Car or van owned by you / family / friend(s) / company"
"GEN24_1001693","Rental car"
"GEN24_1001693","Taxi / shuttle service"
"GEN24_1001696","App-based services such as Uber, Ola, etc"
"GEN24_1001696","Rental car"
"GEN24_1001696","Taxi / shuttle service"
"GEN24_1001696","The ferry between the North Island and the South Island"
"GEN24_1001697","Rental campervan / motor-home"
"GEN24_1001700","Car or van owned by you / family / friend(s) / company"
"GEN24_1001701","App-based services such as Uber, Ola, etc"
"GEN24_1001701","Rental campervan / motor-home"
"GEN24_1001701","Taxi / shuttle service"
"GEN24_1001702","Car or van owned by you / family / friend(s) / company"
"GEN24_1001702","Local bus service"
"GEN24_1001705","Bus service between towns / cities"
"GEN24_1001705","Car or van owned by you / family / friend(s) / company"
"GEN24_1001711","Local bus service"
"GEN24_1001711","Other ferry"
"GEN24_1001711","Other type of transport"
"GEN24_1001711","Rental car"
"GEN24_1001711","Train"
"GEN24_1001717","Rental car"
"GEN24_1001718","Rental car"
"GEN24_1001718","Taxi / shuttle service"
"GEN24_1001727","App-based services such as Uber, Ola, etc"
"GEN24_1001727","Bicycle"
"GEN24_1001727","Car or van owned by you / family / friend(s) / company"
"GEN24_1001727","Plane (within New Zealand)"
"GEN24_1001727","Rental car"
"GEN24_1001727","Taxi / shuttle service"
"GEN24_1001728","Car or van owned by you / family / friend(s) / company"
"GEN24_1001728","Other ferry"
"GEN24_1001728","Scenic trains"
"GEN24_1001733","Not sure"
"GEN24_1001738","Car or van owned by you / family / friend(s) / company"
"GEN24_1001740","Bicycle"
"GEN24_1001740","Rental car"
"GEN24_1001740","Taxi / shuttle service"
"GEN24_1001742","Rental campervan / motor-home"
"GEN24_1001742","Rental car"
"GEN24_1001742","Taxi / shuttle service"
"GEN24_1001746","Car or van owned by you / family / friend(s) / company"
"GEN24_1001747","Rental car"
"GEN24_1001749","Car or van owned by you / family / friend(s) / company"
"GEN24_1001749","Other type of transport"
"GEN24_1001755","Limousine / car with driver included"
"GEN24_1001755","Plane (within New Zealand)"
"GEN24_1001755","Tour bus"
"GEN24_1001757","Rental car"
"GEN24_1001758","Car or van owned by you / family / friend(s) / company"
"GEN24_1001762","Plane (within New Zealand)"
"GEN24_1001763","Car or van owned by you / family / friend(s) / company"
"GEN24_1001764","Taxi / shuttle service"
"GEN24_1001765","Car or van owned by you / family / friend(s) / company"
"GEN24_1001766","App-based services such as Uber, Ola, etc"
"GEN24_1001766","Car or van owned by you / family / friend(s) / company"
"GEN24_1001766","Plane (within New Zealand)"
"GEN24_1001766","Taxi / shuttle service"
"GEN24_1001771","Car or van owned by you / family / friend(s) / company"
"GEN24_1001771","Yacht"
"GEN24_1001773","Rental car"
"GEN24_1001775","Rental car"
"GEN24_1001779","Car or van owned by you / family / friend(s) / company"
"GEN24_1001782","Car or van owned by you / family / friend(s) / company"
"GEN24_1001785","App-based services such as Uber, Ola, etc"
"GEN24_1001785","Car or van owned by you / family / friend(s) / company"
"GEN24_1001790","Car or van owned by you / family / friend(s) / company"
"GEN24_1001791","Car or van owned by you / family / friend(s) / company"
"GEN24_1001793","Car or van owned by you / family / friend(s) / company"
"GEN24_1001793","Rental car"
"GEN24_1001794","App-based services such as Uber, Ola, etc"
"GEN24_1001794","Car or van owned by you / family / friend(s) / company"
"GEN24_1001794","Local bus service"
"GEN24_1001794","Taxi / shuttle service"
"GEN24_1001796","Bus service between towns / cities"
"GEN24_1001796","Car or van owned by you / family / friend(s) / company"
"GEN24_1001797","Rental car"
"GEN24_1001797","Scenic trains"
"GEN24_1001797","Taxi / shuttle service"
"GEN24_1001798","Car or van owned by you / family / friend(s) / company"
"GEN24_1001803","Car or van owned by you / family / friend(s) / company"
"GEN24_1001803","Taxi / shuttle service"
"GEN24_1001805","App-based services such as Uber, Ola, etc"
"GEN24_1001805","Rental car"
"GEN24_1001805","Taxi / shuttle service"
"GEN24_1001806","Rental car"
"GEN24_1001809","Plane (within New Zealand)"
"GEN24_1001809","Rental car"
"GEN24_1001810","App-based services such as Uber, Ola, etc"
"GEN24_1001810","Rental campervan / motor-home"
"GEN24_1001810","Rental car"
"GEN24_1001810","Taxi / shuttle service"
"GEN24_1001811","App-based services such as Uber, Ola, etc"
"GEN24_1001811","Local bus service"
"GEN24_1001811","Plane (within New Zealand)"
"GEN24_1001811","Rental car"
"GEN24_1001811","Taxi / shuttle service"
"GEN24_1001813","Car or van owned by you / family / friend(s) / company"
"GEN24_1001813","Plane (within New Zealand)"
"GEN24_1001813","Rental car"
"GEN24_1001818","Rental car"
"GEN24_1001818","Taxi / shuttle service"
"GEN24_1001819","Car or van owned by you / family / friend(s) / company"
"GEN24_1001822","Car or van owned by you / family / friend(s) / company"
"GEN24_1001822","Plane (within New Zealand)"
"GEN24_1001826","Rental car"
"GEN24_1001826","Taxi / shuttle service"
"GEN24_1001835","App-based services such as Uber, Ola, etc"
"GEN24_1001841","App-based services such as Uber, Ola, etc"
"GEN24_1001841","Local bus service"
"GEN24_1001841","Plane (within New Zealand)"
"GEN24_1001841","Rental car"
"GEN24_1001841","Scenic trains"
"GEN24_1001841","Taxi / shuttle service"
"GEN24_1001841","The ferry between the North Island and the South Island"
"GEN24_1001841","Tour bus"
"GEN24_1001843","Car or van owned by you / family / friend(s) / company"
"GEN24_1001844","Car or van owned by you / family / friend(s) / company"
"GEN24_1001844","Plane (within New Zealand)"
"GEN24_1001848","App-based services such as Uber, Ola, etc"
"GEN24_1001848","Other ferry"
"GEN24_1001848","Other type of transport"
"GEN24_1001848","Taxi / shuttle service"
"GEN24_1001851","Taxi / shuttle service"
"GEN24_1001852","App-based services such as Uber, Ola, etc"
"GEN24_1001852","Car or van owned by you / family / friend(s) / company"
"GEN24_1001853","Rental campervan / motor-home"
"GEN24_1001853","Taxi / shuttle service"
"GEN24_1001854","Car or van owned by you / family / friend(s) / company"
"GEN24_1001854","Taxi / shuttle service"
"GEN24_1001855","Rental car"
"GEN24_1001855","Taxi / shuttle service"
"GEN24_1001856","Car or van owned by you / family / friend(s) / company"
"GEN24_1001856","Other bus service"
"GEN24_1001856","Rental car"
"GEN24_1001857","Car or van owned by you / family / friend(s) / company"
"GEN24_1001857","Other boat or ship"
"GEN24_1001857","Plane (within New Zealand)"
"GEN24_1001862","App-based services such as Uber, Ola, etc"
"GEN24_1001862","Rental campervan / motor-home"
"GEN24_1001862","The ferry between the North Island and the South Island"
"GEN24_1001864","Taxi / shuttle service"
"GEN24_1001865","Rental car"
"GEN24_1001866","Car or van owned by you / family / friend(s) / company"
"GEN24_1001866","Local bus service"
"GEN24_1001866","Train"
"GEN24_1001872","Car or van owned by you / family / friend(s) / company"
"GEN24_1001881","Local bus service"
"GEN24_1001884","Rental car"
"GEN24_1001885","Rental car"
"GEN24_1001887","App-based services such as Uber, Ola, etc"
"GEN24_1001887","Rental car"
"GEN24_1001887","Taxi / shuttle service"
"GEN24_1001889","App-based services such as Uber, Ola, etc"
"GEN24_1001889","Plane (within New Zealand)"
"GEN24_1001893","Other ferry"
"GEN24_1001893","Rental car"
"GEN24_1001893","Taxi / shuttle service"
"GEN24_1001893","The ferry between the North Island and the South Island"
"GEN24_1001901","Car or van owned by you / family / friend(s) / company"
"GEN24_1001901","Plane (within New Zealand)"
"GEN24_1001904","App-based services such as Uber, Ola, etc"
"GEN24_1001904","Car or van owned by you / family / friend(s) / company"
"GEN24_1001904","Other boat or ship"
"GEN24_1001904","Plane (within New Zealand)"
"GEN24_1001904","Rental car"
"GEN24_1001904","Taxi / shuttle service"
"GEN24_1001906","Other type of transport"
"GEN24_1001908","Car or van owned by you / family / friend(s) / company"
"GEN24_1001908","Other boat or ship"
"GEN24_1001915","Car or van owned by you / family / friend(s) / company"
"GEN24_1001915","Taxi / shuttle service"
"GEN24_1001917","App-based services such as Uber, Ola, etc"
"GEN24_1001917","Car or van owned by you / family / friend(s) / company"
"GEN24_1001917","Local bus service"
"GEN24_1001917","Other type of transport"
"GEN24_1001917","Plane (within New Zealand)"
"GEN24_1001917","Rental car"
"GEN24_1001917","Taxi / shuttle service"
"GEN24_1001918","Car or van owned by you / family / friend(s) / company"
"GEN24_1001918","Other ferry"
"GEN24_1001918","Rental car"
"GEN24_1001921","App-based services such as Uber, Ola, etc"
"GEN24_1001921","Helicopter"
"GEN24_1001921","Local bus service"
"GEN24_1001921","Plane (within New Zealand)"
"GEN24_1001921","Scenic trains"
"GEN24_1001921","Taxi / shuttle service"
"GEN24_1001921","Tour bus"
"GEN24_1001924","Car or van owned by you / family / friend(s) / company"
"GEN24_1001924","Hitch-hiking"
"GEN24_1001924","Plane (within New Zealand)"
"GEN24_1001924","Taxi / shuttle service"
"GEN24_1001924","Tour bus"
"GEN24_1001924","Yacht"
"GEN24_1001930","Bus service between towns / cities"
"GEN24_1001930","Rental campervan / motor-home"
"GEN24_1001930","Taxi / shuttle service"
"GEN24_1001932","Rental car"
"GEN24_1001933","Rental car"
"GEN24_1001933","Taxi / shuttle service"
"GEN24_1001934","Bicycle"
"GEN24_1001934","Rental campervan / motor-home"
"GEN24_1001934","Taxi / shuttle service"
"GEN24_1001934","Tour bus"
"GEN24_1001935","Rental car"
"GEN24_1001936","App-based services such as Uber, Ola, etc"
"GEN24_1001936","Bus service between towns / cities"
"GEN24_1001936","Local bus service"
"GEN24_1001936","Other bus service"
"GEN24_1001936","Other type of transport"
"GEN24_1001936","Plane (within New Zealand)"
"GEN24_1001940","Car or van owned by you / family / friend(s) / company"
"GEN24_1001940","Taxi / shuttle service"
"GEN24_1001943","Helicopter"
"GEN24_1001943","Rental car"
"GEN24_1001944","Rental car"
"GEN24_1001944","Taxi / shuttle service"
"GEN24_1001944","The ferry between the North Island and the South Island"
"GEN24_1001945","Plane (within New Zealand)"
"GEN24_1001945","Taxi / shuttle service"
"GEN24_1001948","Bicycle"
"GEN24_1001948","Car or van owned by you / family / friend(s) / company"
"GEN24_1001948","Other boat or ship"
"GEN24_1001948","Plane (within New Zealand)"
"GEN24_1001948","Tour bus"
"GEN24_1001951","Rental car"
"GEN24_1001955","App-based services such as Uber, Ola, etc"
"GEN24_1001955","Rental car"
"GEN24_1001961","Car or van owned by you / family / friend(s) / company"
"GEN24_1001963","Other type of transport"
"GEN24_1001971","App-based services such as Uber, Ola, etc"
"GEN24_1001971","Car or van owned by you / family / friend(s) / company"
"GEN24_1001971","Local bus service"
"GEN24_1001971","Plane (within New Zealand)"
"GEN24_1001972","Car or van owned by you / family / friend(s) / company"
"GEN24_1001975","App-based services such as Uber, Ola, etc"
"GEN24_1001975","Car or van owned by you / family / friend(s) / company"
"GEN24_1001975","Local bus service"
"GEN24_1001975","Plane (within New Zealand)"
"GEN24_1001975","Taxi / shuttle service"
"GEN24_1001975","Train"
"GEN24_1001976","Local bus service"
"GEN24_1001976","Plane (within New Zealand)"
"GEN24_1001976","Rental campervan / motor-home"
"GEN24_1001976","Rental car"
"GEN24_1001984","Rental car"
